ScientificName_accepted,Longitude,Latitude,MinimumDepth,MaximumDepth
Abraliopsis gilchristi,147.3,-44.2167,462.5,
Abraliopsis gilchristi,147.1,-44.2,,
Abraliopsis gilchristi,147.067,-44.2,712.5,
Abraliopsis gilchristi,147.1,-44.2,50,
Abraliopsis gilchristi,147.067,-44.2,350,
Abraliopsis gilchristi,147.067,-44.2,50,
Abraliopsis gilchristi,147.283,-44.2,462.5,
Abraliopsis gilchristi,150.133,-44.0167,1250,
Abraliopsis gilchristi,150.45,-43.9333,40.5,
Abraliopsis gilchristi,150.383,-43.9333,940,
Abraliopsis gilchristi,150.217,-43.9333,,
Abraliopsis gilchristi,150.45,-43.9,550,
Abraliopsis gilchristi,148.183,-43.4167,,
Abraliopsis gilchristi,148.25,-43.05,75,
Abraliopsis gilchristi,148.4,-42.75,176.5,
Abraliopsis gilchristi,148.417,-42.7167,80,
Abraliopsis gilchristi,148.417,-42.7167,177.5,
Abraliopsis gilchristi,148.7,-42.7167,190,
Abraliopsis gilchristi,148.4,-42.7167,122.5,
Abraliopsis gilchristi,148.417,-42.7167,309.5,
Abraliopsis gilchristi,148.45,-42.7,155,
Abraliopsis gilchristi,148.4,-42.7,175,
Abraliopsis gilchristi,148.417,-42.7,157.5,
Abraliopsis gilchristi,148.417,-42.7,117.5,
Abraliopsis gilchristi,148.417,-42.7,179,
Abraliopsis gilchristi,148.4,-42.7,79,
Abraliopsis gilchristi,148.4,-42.7,625,
Abraliopsis gilchristi,148.417,-42.7,315.5,
Abraliopsis gilchristi,148.417,-42.7,197.5,
Abraliopsis gilchristi,148.417,-42.7,302.5,
Abraliopsis gilchristi,148.417,-42.7,315,
Abraliopsis gilchristi,148.417,-42.6833,26.5,
Abraliopsis gilchristi,148.417,-42.6833,241,
Abraliopsis gilchristi,148.417,-42.6667,,
Abraliopsis gilchristi,148.45,-42.6667,145,
Abraliopsis gilchristi,148.417,-42.6667,75,
Abraliopsis gilchristi,148.417,-42.6667,37.5,
Abraliopsis gilchristi,148.417,-42.6667,225,
Abraliopsis gilchristi,148.433,-42.65,42.5,
Abraliopsis gilchristi,148.4,-42.6333,210,
Abraliopsis gilchristi,148.767,-42.2167,500,
Abraliopsis gilchristi,148.75,-41.5333,200,
Abraliopsis gilchristi,148.783,-41.4667,550,
Abraliopsis gilchristi,148.75,-41.3333,978.5,
Abraliopsis gilchristi,-35.117,-40.3,,
Abraliopsis gilchristi,144.717,-40.25,,
Abraliopsis gilchristi,-30.583,-40,196,
Abraliopsis gilchristi,-26.033,-39.917,,
Abraliopsis gilchristi,-21.817,-39.883,105,
Abraliopsis gilchristi,-21.733,-39.883,258,
Abraliopsis gilchristi,-21.55,-39.883,702,
Abraliopsis gilchristi,148.733,-39.2833,620,
Abraliopsis gilchristi,149.25,-38.65,,
Abraliopsis gilchristi,-52.15,-38.65,119,
Abraliopsis gilchristi,149.167,-38.4,,
Abraliopsis gilchristi,149.3,-38.3667,,
Abraliopsis gilchristi,149.317,-38.3333,175,
Abraliopsis gilchristi,149.433,-38.3,75,
Abraliopsis gilchristi,1.2,-38.267,105,
Abraliopsis gilchristi,1.25,-38.233,755,
Abraliopsis gilchristi,-48,-35.993,0,305
Abraliopsis gilchristi,-49,-38.01,0,300
Abraliopsis gilchristi,-49,-36.002,0,300
Alluroteuthis antarcticus,73.57,-67.02,446.5,
Alluroteuthis antarcticus,67.58,-66.89,800,
Alluroteuthis antarcticus,74.64,-66.79,0,
Alluroteuthis antarcticus,67.5053,-66.5138,0,
Alluroteuthis antarcticus,74.11,-66.1016,62.5,
Alluroteuthis antarcticus,72.11,-66.06,800,
Alluroteuthis antarcticus,63.795,-66.0567,0,
Alluroteuthis antarcticus,74.92,-65.9,800,
Alluroteuthis antarcticus,75.575,-65.7083,75,
Alluroteuthis antarcticus,72.03,-65.53,,
Alluroteuthis antarcticus,73.4947,-65.5153,0,
Alluroteuthis antarcticus,120.312,-65.4843,32,
Alluroteuthis antarcticus,77.7233,-65.4733,75,
Alluroteuthis antarcticus,63.3883,-65.395,0,
Alluroteuthis antarcticus,88.0507,-65.2168,12.5,
Alluroteuthis antarcticus,72.01,-65.04,800,
Alluroteuthis antarcticus,70.5966,-65.035,75,
Alluroteuthis antarcticus,77.9783,-65.0037,0,
Alluroteuthis antarcticus,73.5107,-64.9983,0,
Alluroteuthis antarcticus,69.03,-64.98,,
Alluroteuthis antarcticus,79.8683,-64.9266,62.5,
Alluroteuthis antarcticus,128.372,-64.6817,100,
Alluroteuthis antarcticus,79.996,-64.6342,44,
Alluroteuthis antarcticus,128.488,-64.4665,103,
Alluroteuthis antarcticus,117.749,-64.3505,33.5,
Alluroteuthis antarcticus,81.895,-64.3433,75,
Alluroteuthis antarcticus,78.7316,-64.3049,955,
Alluroteuthis antarcticus,104.424,-64.2915,100,
Alluroteuthis antarcticus,72.1383,-64.2483,75,
Alluroteuthis antarcticus,74.965,-64.2133,75,
Alluroteuthis antarcticus,64.99,-64.1383,75,
Alluroteuthis antarcticus,96.1238,-63.765,30,
Alluroteuthis antarcticus,-101.983,-63.65,1087.5,
Alluroteuthis antarcticus,104.434,-63.4818,45,
Alluroteuthis antarcticus,104.438,-63.4697,95,
Alluroteuthis antarcticus,133.882,-63.221,50,
Alluroteuthis antarcticus,83.0183,-63.2066,75,
Alluroteuthis antarcticus,101.63,-62.5545,40,
Alluroteuthis antarcticus,71.72,-62.0233,0,
Alluroteuthis antarcticus,74.9583,-61.01,0,
Alluroteuthis antarcticus,-39.75,-58.917,2825.5,
Alluroteuthis antarcticus,99.895,-55.0316,955,
Alluroteuthis antarcticus,100.015,-54.98,75,
Alluroteuthis antarcticus,-38.5555,-53.5,925,
Alluroteuthis antarcticus,-56.75,-60.76,0,200
Alluroteuthis antarcticus,-69.48999786,-63.89,0,200
Alluroteuthis antarcticus,26.17499924,-61.973,500,995
Alluroteuthis antarcticus,24.08200073,-68.467,200,410
Alluroteuthis antarcticus,24.36800003,-68.467,320,430
Alluroteuthis antarcticus,24.09499931,-68.438,290,380
Alluroteuthis antarcticus,20.27199936,-58.998,1200,1400
Alluroteuthis antarcticus,20.33499908,-58.935,1000,1205
Alluroteuthis antarcticus,26.00499916,-61.783,500,1000
Alluroteuthis antarcticus,23.04700089,-57.503,170,440
Alluroteuthis antarcticus,21.79800034,-55.593,1000,1800
Alluroteuthis antarcticus,-38.55799866,-53.64,,
Alluroteuthis antarcticus,-55.15800095,-57.085,0,800
Alluroteuthis antarcticus,-38.55199814,-53.383,800,1000
Alluroteuthis antarcticus,-32.70100021,-54.134,125,1990
Alluroteuthis antarcticus,-32.70100021,-54.134,125,1990
Alluroteuthis antarcticus,-34.99499893,-53.046,400,640
Alluroteuthis antarcticus,-35.07799911,-53.148,1400,1550
Alluroteuthis antarcticus,-35.07799911,-53.148,1400,1550
Alluroteuthis antarcticus,-34.86600113,-53.278,810,1000
Alluroteuthis antarcticus,-34.86600113,-53.278,810,1000
Alluroteuthis antarcticus,-35.55400085,-53.893,600,790
Alluroteuthis antarcticus,-45.65000153,-63.417,0,2800
Alluroteuthis antarcticus,-50.5,-64.017,0,2000
Alluroteuthis antarcticus,26.06500053,-59,1000,2000
Alluroteuthis antarcticus,25.78800011,-64.332,500,990
Alluroteuthis antarcticus,22.87299919,-60.563,100,900
Alluroteuthis antarcticus,22.23800087,-59.155,500,1000
Alluroteuthis antarcticus,25.78300095,-58.998,10,500
Alluroteuthis antarcticus,21.86000061,-55.592,500,1000
Alluroteuthis antarcticus,-55.09000015,-57.158,800,1000
Alluroteuthis antarcticus,-39.18000031,-54.709,0,800
Alluroteuthis antarcticus,45.16699982,-64.933,0,3000
Alluroteuthis antarcticus,24.41500092,-68.498,50,100
Alluroteuthis antarcticus,-55.09999847,-57.142,800,1000
Alluroteuthis antarcticus,20.97500038,-62.155,500,980
Alluroteuthis antarcticus,25.79999924,-59.03,500,1000
Alluroteuthis antarcticus,30.61700058,-68.517,0,3000
Alluroteuthis antarcticus,20.30699921,-58.935,700,805
Alluroteuthis antarcticus,34.70000076,-65.05,0,3000
Alluroteuthis antarcticus,20.35199928,-58.907,800,900
Alluroteuthis antarcticus,-102,-63.6,825,
Alluroteuthis antarcticus,-39.79999924,-58.9,2760,
Alluroteuthis antarcticus,-38.55550003,-53.5,200,1650
Bathyteuthis abyssicola,172.1,-70.95,1152,
Bathyteuthis abyssicola,-98.95,-70.217,1049,
Bathyteuthis abyssicola,-102.633,-70.2,2489,
Bathyteuthis abyssicola,-101.6,-70.133,1880,
Bathyteuthis abyssicola,-105.9,-70.117,1812,
Bathyteuthis abyssicola,-98.717,-70.017,1900,
Bathyteuthis abyssicola,-94.833,-69.3,888,
Bathyteuthis abyssicola,-95.033,-69.1,3029,
Bathyteuthis abyssicola,-134.2,-68.833,4290,
Bathyteuthis abyssicola,-114.267,-68.533,2196,
Bathyteuthis abyssicola,-114.7,-68.25,1050,
Bathyteuthis abyssicola,-99,-68,1243,
Bathyteuthis abyssicola,-103.217,-67.917,1251,
Bathyteuthis abyssicola,-90.433,-67.517,2690,
Bathyteuthis abyssicola,-114.933,-67.233,1830,
Bathyteuthis abyssicola,67.58,-66.89,800,
Bathyteuthis abyssicola,67.5833,-66.8833,800,
Bathyteuthis abyssicola,-115.217,-66.733,1885,
Bathyteuthis abyssicola,-72.617,-66.467,1885,
Bathyteuthis abyssicola,-71.8,-66.367,1875,
Bathyteuthis abyssicola,-98.633,-66.317,626,
Bathyteuthis abyssicola,-93.033,-66.283,1603,
Bathyteuthis abyssicola,-94.35,-66.133,1243,
Bathyteuthis abyssicola,-82.533,-66.133,1603,
Bathyteuthis abyssicola,-92.633,-66.067,685,
Bathyteuthis abyssicola,-114.567,-65.9,2059,
Bathyteuthis abyssicola,176.467,-65.85,1830,
Bathyteuthis abyssicola,-88.8,-65.783,1028,
Bathyteuthis abyssicola,-114.9,-65.683,1116,
Bathyteuthis abyssicola,-88.6,-65.6,3020,
Bathyteuthis abyssicola,-117.5,-65.233,4850,
Bathyteuthis abyssicola,72.01,-65.04,800,
Bathyteuthis abyssicola,72,-65.0333,800,
Bathyteuthis abyssicola,-82.367,-65,2475,
Bathyteuthis abyssicola,70.29,-64.97,,
Bathyteuthis abyssicola,-114.217,-64.967,3312,
Bathyteuthis abyssicola,70.2833,-64.9667,1200,
Bathyteuthis abyssicola,-78.117,-64.783,823,
Bathyteuthis abyssicola,-82.767,-64.183,2260,
Bathyteuthis abyssicola,-71.317,-63.95,1880,
Bathyteuthis abyssicola,-79.25,-63.95,1285,
Bathyteuthis abyssicola,-82.733,-63.9,1481,
Bathyteuthis abyssicola,-135.033,-63.8,2560,
Bathyteuthis abyssicola,-101.967,-63.742,1087.5,
Bathyteuthis abyssicola,-114.233,-63.7,1158,
Bathyteuthis abyssicola,-86.9,-63.65,1848,
Bathyteuthis abyssicola,-86.833,-63.45,3020,
Bathyteuthis abyssicola,-82.283,-63.183,2196,
Bathyteuthis abyssicola,-120.017,-63.017,1829,
Bathyteuthis abyssicola,-114.567,-63,2932,
Bathyteuthis abyssicola,-95.25,-62.933,3146,
Bathyteuthis abyssicola,-74.8,-62.867,2200,
Bathyteuthis abyssicola,-114.5,-62.833,1169,
Bathyteuthis abyssicola,158.367,-62.833,1950,
Bathyteuthis abyssicola,-78.567,-62.7,2099,
Bathyteuthis abyssicola,-108.842,-62.467,1950,
Bathyteuthis abyssicola,-67.75,-62.433,2400,
Bathyteuthis abyssicola,-115.083,-62.433,847,
Bathyteuthis abyssicola,-101.017,-62.333,950,
Bathyteuthis abyssicola,-114.917,-62.283,1155,
Bathyteuthis abyssicola,-95.65,-62.217,912,
Bathyteuthis abyssicola,-115.033,-62.183,3577.5,
Bathyteuthis abyssicola,-110,-62.133,311,
Bathyteuthis abyssicola,-159.917,-62.1,1600,
Bathyteuthis abyssicola,-120.083,-62.083,1829,
Bathyteuthis abyssicola,-115.117,-62.05,874,
Bathyteuthis abyssicola,-102.517,-61.95,1010,
Bathyteuthis abyssicola,-75.233,-61.867,2055,
Bathyteuthis abyssicola,-62.167,-61.5,2196,
Bathyteuthis abyssicola,-108.433,-61.5,675,
Bathyteuthis abyssicola,-62.15,-61.483,1219,
Bathyteuthis abyssicola,-101.683,-61.417,2300,
Bathyteuthis abyssicola,-78.917,-61.333,1285,
Bathyteuthis abyssicola,-63.75,-61.183,1556,
Bathyteuthis abyssicola,-89.633,-61.15,4813,
Bathyteuthis abyssicola,-95.033,-61.033,4941,
Bathyteuthis abyssicola,-100.35,-61.017,1373,
Bathyteuthis abyssicola,-119.933,-60.933,1830,
Bathyteuthis abyssicola,-114.783,-60.917,2857.5,
Bathyteuthis abyssicola,-114.85,-60.8,2315,
Bathyteuthis abyssicola,-160.25,-60.733,1850,
Bathyteuthis abyssicola,-29.333,-60.467,1647,
Bathyteuthis abyssicola,-129.967,-59.683,626,
Bathyteuthis abyssicola,-82.45,-59.633,1910,
Bathyteuthis abyssicola,-130.317,-59.617,803,
Bathyteuthis abyssicola,-82.55,-59.533,1251,
Bathyteuthis abyssicola,-102.233,-59.533,1821,
Bathyteuthis abyssicola,-68.017,-59.483,1830,
Bathyteuthis abyssicola,-101.85,-59.483,925,
Bathyteuthis abyssicola,-31.333,-59.467,812,
Bathyteuthis abyssicola,-78.45,-59.417,2642,
Bathyteuthis abyssicola,-69.017,-59.167,1570,
Bathyteuthis abyssicola,-67.983,-59.1,1830,
Bathyteuthis abyssicola,-69.467,-59.083,841,
Bathyteuthis abyssicola,-100.017,-59.05,1000,
Bathyteuthis abyssicola,-94.783,-59.017,1190,
Bathyteuthis abyssicola,-70.617,-58.983,1425,
Bathyteuthis abyssicola,-124.7,-58.983,1199.5,
Bathyteuthis abyssicola,-99.3,-58.9,685,
Bathyteuthis abyssicola,-110.067,-58.9,415,
Bathyteuthis abyssicola,-119.917,-58.833,1830,
Bathyteuthis abyssicola,-65.25,-58.733,1226,
Bathyteuthis abyssicola,-108.667,-58.733,2560,
Bathyteuthis abyssicola,-99.8,-58.6,825,
Bathyteuthis abyssicola,-65.283,-58.517,2105,
Bathyteuthis abyssicola,-22.333,-58.467,1510,
Bathyteuthis abyssicola,-33.117,-58.4,1097,
Bathyteuthis abyssicola,-78.6,-58.267,5014,
Bathyteuthis abyssicola,-101.033,-58.233,825,
Bathyteuthis abyssicola,-59.217,-58.167,914,
Bathyteuthis abyssicola,-70.667,-58,810,
Bathyteuthis abyssicola,-75.183,-57.95,1785,
Bathyteuthis abyssicola,-115.05,-57.95,4026,
Bathyteuthis abyssicola,-77.067,-57.933,1733,
Bathyteuthis abyssicola,-56.85,-57.9,1250,
Bathyteuthis abyssicola,-74.717,-57.867,1866,
Bathyteuthis abyssicola,-115.033,-57.833,2290,
Bathyteuthis abyssicola,-56.85,-57.833,3876,
Bathyteuthis abyssicola,-137.85,-57.733,1702,
Bathyteuthis abyssicola,-90.467,-57.7,714,
Bathyteuthis abyssicola,-138.317,-57.667,2416,
Bathyteuthis abyssicola,-115.45,-57.65,1200,
Bathyteuthis abyssicola,-55.967,-57.633,2330,
Bathyteuthis abyssicola,-124.95,-57.617,892,
Bathyteuthis abyssicola,-59.1,-57.567,713,
Bathyteuthis abyssicola,-23.183,-57.383,2743,
Bathyteuthis abyssicola,-74.7,-57.333,1991,
Bathyteuthis abyssicola,-139.033,-57.3,1903,
Bathyteuthis abyssicola,-62.767,-57.233,1830,
Bathyteuthis abyssicola,-115.267,-57.183,1903,
Bathyteuthis abyssicola,-63.717,-57.15,2439,
Bathyteuthis abyssicola,-69.283,-57.117,1150,
Bathyteuthis abyssicola,-56.083,-57.083,1420,
Bathyteuthis abyssicola,-59.55,-57.067,2356,
Bathyteuthis abyssicola,-104.633,-57.05,1750,
Bathyteuthis abyssicola,-59.083,-57,1110,
Bathyteuthis abyssicola,-89.15,-57,956,
Bathyteuthis abyssicola,-99.583,-57,2275,
Bathyteuthis abyssicola,-74.717,-56.933,1080,
Bathyteuthis abyssicola,-33.983,-56.917,1065,
Bathyteuthis abyssicola,-139.6,-56.917,2763,
Bathyteuthis abyssicola,-150.083,-56.767,1537,
Bathyteuthis abyssicola,-64.467,-56.717,2105,
Bathyteuthis abyssicola,-58.633,-56.717,2100,
Bathyteuthis abyssicola,129.292,-56.667,1200,
Bathyteuthis abyssicola,-131.017,-56.633,950,
Bathyteuthis abyssicola,-149.95,-56.6,897,
Bathyteuthis abyssicola,-74.933,-56.517,2917,
Bathyteuthis abyssicola,-58.417,-56.483,1680,
Bathyteuthis abyssicola,-37.05,-56.483,1034,
Bathyteuthis abyssicola,-36.95,-56.417,1510,
Bathyteuthis abyssicola,-139.55,-56.4,1884,
Bathyteuthis abyssicola,-35.083,-56.383,1340,
Bathyteuthis abyssicola,-114.967,-56.25,1605,
Bathyteuthis abyssicola,-160.517,-56.233,1120,
Bathyteuthis abyssicola,-160.617,-56.2,4374,
Bathyteuthis abyssicola,-139.583,-56.15,2434,
Bathyteuthis abyssicola,-71.233,-56.1,933,
Bathyteuthis abyssicola,-79.067,-56.1,1391,
Bathyteuthis abyssicola,-82.833,-56.067,2400,
Bathyteuthis abyssicola,-114.867,-56.05,1830,
Bathyteuthis abyssicola,-105.083,-56.05,,
Bathyteuthis abyssicola,-61.817,-55.983,2891,
Bathyteuthis abyssicola,-159.383,-55.95,1005,
Bathyteuthis abyssicola,-42.567,-55.933,875,
Bathyteuthis abyssicola,-56.05,-55.867,1695,
Bathyteuthis abyssicola,-149.733,-55.833,1710,
Bathyteuthis abyssicola,-24.8,-55.817,1922,
Bathyteuthis abyssicola,-22.367,-55.8,49,
Bathyteuthis abyssicola,-58.883,-55.717,2440,
Bathyteuthis abyssicola,-149.75,-55.65,942,
Bathyteuthis abyssicola,-119.967,-55.633,1829,
Bathyteuthis abyssicola,-58.85,-55.417,2150,
Bathyteuthis abyssicola,-82.9,-55.417,1373,
Bathyteuthis abyssicola,-37.95,-55.4,2214,
Bathyteuthis abyssicola,-55.75,-55.383,1280,
Bathyteuthis abyssicola,-78.133,-55.367,1719,
Bathyteuthis abyssicola,-18.917,-55.333,1750,
Bathyteuthis abyssicola,-144.967,-55.3,705,
Bathyteuthis abyssicola,-58.917,-55.25,3642,
Bathyteuthis abyssicola,-53.5,-55.25,675,
Bathyteuthis abyssicola,-38.333,-55.217,1690,
Bathyteuthis abyssicola,-25.883,-55.183,2562,
Bathyteuthis abyssicola,-55.467,-55.15,1870,
Bathyteuthis abyssicola,-121.067,-55.117,1829,
Bathyteuthis abyssicola,99.895,-55.0316,955,
Bathyteuthis abyssicola,-129.933,-55.017,1080,
Bathyteuthis abyssicola,-126.683,-55,1281,
Bathyteuthis abyssicola,-149.4,-54.933,1262,
Bathyteuthis abyssicola,-149.117,-54.867,914,
Bathyteuthis abyssicola,-159.85,-54.767,1650,
Bathyteuthis abyssicola,-25.367,-54.533,1471,
Bathyteuthis abyssicola,-51.867,-54.467,1250,
Bathyteuthis abyssicola,-55.717,-54.1,534,
Bathyteuthis abyssicola,-45.067,-54.1,3404,
Bathyteuthis abyssicola,-110.25,-60.283,2288,
Bathyteuthis abyssicola,-114.55,-60.267,1750,
Bathyteuthis abyssicola,-109.817,-60.233,1738,
Bathyteuthis abyssicola,-59,-60.2,1610,
Bathyteuthis abyssicola,-152.9,-60.2,900,
Bathyteuthis abyssicola,-101.267,-60.2,864,
Bathyteuthis abyssicola,-127.267,-60.117,1500,
Bathyteuthis abyssicola,-108.05,-60.067,1475,
Bathyteuthis abyssicola,170.883,-60.067,3660,
Bathyteuthis abyssicola,-127.05,-60.05,1000,
Bathyteuthis abyssicola,-65.417,-60.017,1830,
Bathyteuthis abyssicola,-82.667,-60,2860,
Bathyteuthis abyssicola,-101.3,-59.983,1281,
Bathyteuthis abyssicola,-69,-59.933,1370,
Bathyteuthis abyssicola,-114.883,-59.833,1347,
Bathyteuthis abyssicola,-78.583,-59.75,1127,
Bathyteuthis abyssicola,-114.517,-59.7,490,
Bathyteuthis abyssicola,-160.65,-59.7,1000,
Bathyteuthis abyssicola,-160.017,-53.95,1550,
Bathyteuthis abyssicola,127.993,-53.467,1250,
Bathyteuthis abyssicola,-37.617,-53.033,2575,
Bathyteuthis abyssicola,117.133,-52.967,1300,
Bathyteuthis abyssicola,-144.883,-52.733,150,
Bathyteuthis abyssicola,-159.55,-52,2200,
Bathyteuthis abyssicola,-77.583,-51.5,1210,
Bathyteuthis abyssicola,-102.483,-51.483,1750,
Bathyteuthis abyssicola,162.05,-51.117,1655,
Bathyteuthis abyssicola,117.065,-50.9083,825,
Bathyteuthis abyssicola,-40.25,-50.9,2291,
Bathyteuthis abyssicola,117.017,-50.667,1200,
Bathyteuthis abyssicola,-169.017,-49.95,2525,
Bathyteuthis abyssicola,131.717,-48.783,1000,
Bathyteuthis abyssicola,161.867,-47.467,1300,
Bathyteuthis abyssicola,-35.05,-47,1280,
Bathyteuthis abyssicola,-170.05,-46.667,1875,
Bathyteuthis abyssicola,-76.3,-46.25,1830,
Bathyteuthis abyssicola,117.055,-45.883,1250,
Bathyteuthis abyssicola,160.183,-45.317,1312,
Bathyteuthis abyssicola,-76.55,-45.017,1220,
Bathyteuthis abyssicola,147.967,-44.0833,,
Bathyteuthis abyssicola,-130.2,-41.833,440,
Bathyteuthis abyssicola,-74.9,-41.083,550,
Bathyteuthis abyssicola,-76.8,-40.767,2893,
Bathyteuthis abyssicola,-135.483,-40.533,1350,
Bathyteuthis abyssicola,-78.3,-40.267,2325,
Bathyteuthis abyssicola,-132.533,-40.267,700,
Bathyteuthis abyssicola,-76.1,-40,2620,
Bathyteuthis abyssicola,-73.55,-39.383,2502,
Bathyteuthis abyssicola,-75.717,-39.233,2269,
Bathyteuthis abyssicola,99.89499664,-55.0316,930,980
Bathyteuthis abyssicola,52,-48,110,257
Bathyteuthis abyssicola,29.86000061,-55.99,990,2000
Bathyteuthis abyssicola,23.23500061,-45.598,1200,1330
Bathyteuthis abyssicola,-35.32699966,-53.633,980,1500
Bathyteuthis abyssicola,-35.32699966,-53.633,980,1500
Bathyteuthis abyssicola,-35.32699966,-53.633,980,1500
Bathyteuthis abyssicola,-35.32699966,-53.633,980,1500
Bathyteuthis abyssicola,-35.55400085,-53.353,0,1500
Bathyteuthis abyssicola,-35.55400085,-53.353,0,1500
Bathyteuthis abyssicola,-37.54999924,-52.483,245,2005
Bathyteuthis abyssicola,-37.07799911,-52.511,250,1740
Bathyteuthis abyssicola,-37.07799911,-52.511,250,1740
Bathyteuthis abyssicola,-39.34700012,-55.295,250,2005
Bathyteuthis abyssicola,-39.34700012,-55.295,250,2005
Bathyteuthis abyssicola,-39.01100159,-55.424,255,1700
Bathyteuthis abyssicola,-34.29800034,-53.612,250,2020
Bathyteuthis abyssicola,-32.70100021,-54.134,125,1990
Bathyteuthis abyssicola,-32.70100021,-54.134,125,1990
Bathyteuthis abyssicola,-32.70100021,-54.134,125,1990
Bathyteuthis abyssicola,-32.70100021,-54.134,125,1990
Bathyteuthis abyssicola,-32.70100021,-54.134,125,1990
Bathyteuthis abyssicola,-32.70100021,-54.134,125,1990
Bathyteuthis abyssicola,-34.99499893,-53.046,400,640
Bathyteuthis abyssicola,-34.9640007,-53.007,550,810
Bathyteuthis abyssicola,-35.02099991,-53.001,1400,1600
Bathyteuthis abyssicola,-35.02099991,-53.007,1550,1840
Bathyteuthis abyssicola,-35.02099991,-53.007,1550,1840
Bathyteuthis abyssicola,-35.02099991,-53.007,1550,1840
Bathyteuthis abyssicola,-35.02099991,-53.007,1550,1840
Bathyteuthis abyssicola,-35.00699997,-52.99,1000,1200
Bathyteuthis abyssicola,-35.0340004,-52.978,1800,2030
Bathyteuthis abyssicola,-35.0340004,-52.978,1800,2030
Bathyteuthis abyssicola,-35.07699966,-53.045,1210,1470
Bathyteuthis abyssicola,-35.07699966,-53.045,1210,1470
Bathyteuthis abyssicola,-35.07699966,-53.045,1210,1470
Bathyteuthis abyssicola,-35.07699966,-53.045,1210,1470
Bathyteuthis abyssicola,-34.97800064,-53.012,1820,2020
Bathyteuthis abyssicola,-34.97800064,-53.012,1820,2020
Bathyteuthis abyssicola,-35.44400024,-53.981,600,820
Bathyteuthis abyssicola,-35.35800171,-53.494,1620,1825
Bathyteuthis abyssicola,-35.35800171,-53.494,1620,1825
Bathyteuthis abyssicola,-35.07799911,-53.148,1400,1550
Bathyteuthis abyssicola,-35.07799911,-53.148,1400,1550
Bathyteuthis abyssicola,-35.07799911,-53.148,1400,1550
Bathyteuthis abyssicola,-35.07799911,-53.148,1400,1550
Bathyteuthis abyssicola,-35.07799911,-53.148,1400,1550
Bathyteuthis abyssicola,-35.07799911,-53.148,1400,1550
Bathyteuthis abyssicola,-35.01100159,-52.992,1000,1200
Bathyteuthis abyssicola,-35.01100159,-52.992,1000,1200
Bathyteuthis abyssicola,-35.01100159,-52.992,1000,1200
Bathyteuthis abyssicola,-34.97999954,-53.016,1200,1420
Bathyteuthis abyssicola,-34.97999954,-53.016,1200,1420
Bathyteuthis abyssicola,-34.97999954,-53.016,1200,1420
Bathyteuthis abyssicola,-34.97999954,-53.016,1200,1420
Bathyteuthis abyssicola,-34.97999954,-53.016,1200,1420
Bathyteuthis abyssicola,-34.97999954,-53.016,1200,1420
Bathyteuthis abyssicola,-34.97999954,-53.016,1200,1420
Bathyteuthis abyssicola,-34.97999954,-53.016,1200,1420
Bathyteuthis abyssicola,-35.50799942,-53.867,800,1010
Bathyteuthis abyssicola,-35.50799942,-53.867,800,1010
Bathyteuthis abyssicola,8.25,-71.367,0,4209
Bathyteuthis abyssicola,-42.59999847,-48.45,0,2500
Bathyteuthis abyssicola,-65.25,-58.733,1226,1226
Bathyteuthis abyssicola,-67.75,-62.433,2428,2428
Bathyteuthis abyssicola,-71.31700134,-63.95,2489,2489
Bathyteuthis abyssicola,-71.23300171,-56.1,983,983
Bathyteuthis abyssicola,-59.09999847,-57.567,619,849
Bathyteuthis abyssicola,-59,-60.2,1610,1610
Bathyteuthis abyssicola,-25.36700058,-54.533,1491,1491
Bathyteuthis abyssicola,-23.18300056,-57.383,3074,3074
Bathyteuthis abyssicola,-22.33300018,-58.467,1812,1812
Bathyteuthis abyssicola,-29.33300018,-60.467,1647,1647
Bathyteuthis abyssicola,-35.04999924,-47,1495,1495
Bathyteuthis abyssicola,-38.33300018,-55.217,1867,1867
Bathyteuthis abyssicola,-36.95000076,-56.417,3118,3118
Bathyteuthis abyssicola,-33.11700058,-58.4,1574,1574
Bathyteuthis abyssicola,-37.61700058,-53.033,3074,3074
Bathyteuthis abyssicola,-78.30000305,-40.267,2635,2635
Bathyteuthis abyssicola,-82.90000153,-55.417,1373,1373
Bathyteuthis abyssicola,-82.36699677,-65,3294,3294
Bathyteuthis abyssicola,-79.25,-63.95,1391,1391
Bathyteuthis abyssicola,-78.13300323,-55.367,1940,1940
Bathyteuthis abyssicola,14.88300037,-59.833,1347,1702
Bathyteuthis abyssicola,-88.80000305,-65.783,1028,1028
Bathyteuthis abyssicola,-34.38299942,-60.45,851,1281
Bathyteuthis abyssicola,-31.33300018,-59.467,1162,1290
Bathyteuthis abyssicola,-89.15000153,-57,759,1208
Bathyteuthis abyssicola,-90.46700287,-57.7,714,769
Bathyteuthis abyssicola,-90.59999847,-58,714,851
Bathyteuthis abyssicola,-98.63300323,-66.317,567,659
Bathyteuthis abyssicola,30.31699944,-59.617,714,933
Bathyteuthis abyssicola,29.96699905,-59.683,476,769
Bathyteuthis abyssicola,59.84999847,-54.767,1500,1650
Bathyteuthis abyssicola,59.91699982,-62.1,1500,1600
Bathyteuthis abyssicola,-99.30000305,-58.9,769,1336
Bathyteuthis abyssicola,44.96699905,-55.3,670,705
Bathyteuthis abyssicola,49.73300171,-55.833,1537,2086
Bathyteuthis abyssicola,69.01699829,-49.95,2507,3111
