ScientificName_accepted,Longitude,Latitude,MinimumDepth,MaximumDepth
Illex argentinus,-64.25,-45.3167,93,
Illex argentinus,-65.3,-45.3167,91,
Illex argentinus,-65.25,-45.3167,94,
Illex argentinus,-66.7,-45.3167,61,
Illex argentinus,-66.7667,-45.3167,68,
Illex argentinus,-65.05,-45.3167,92,
Illex argentinus,-64.9833,-45.3167,85,
Illex argentinus,-65.0167,-45.3167,82,
Illex argentinus,-65.0333,-45.3167,82,
Illex argentinus,-65.0333,-45.3167,81,
Illex argentinus,-65.1167,-45.3167,85,
Illex argentinus,-65.05,-45.3167,89,
Illex argentinus,-65.2833,-45.3167,89.7,
Illex argentinus,-65.2833,-45.3167,93.5,
Illex argentinus,-65.2667,-45.3167,92.5,
Illex argentinus,-65.2333,-45.3167,88,
Illex argentinus,-65.3667,-45.3167,92,
Illex argentinus,-65.7667,-45.3167,88,
Illex argentinus,-65.7167,-45.3167,90,
Illex argentinus,-65.45,-45.3167,97,
Illex argentinus,-65.6167,-45.3167,88,
Illex argentinus,-65.6167,-45.3167,89,
Illex argentinus,-65.05,-45.3167,89,
Illex argentinus,-66.7333,-45.3167,73,
Illex argentinus,-66.7333,-45.3167,67,
Illex argentinus,-65.9167,-45.3167,90,
Illex argentinus,-66.7667,-45.3167,71,
Illex argentinus,-66.8333,-45.3167,64,
Illex argentinus,-66.7667,-45.3167,69,
Illex argentinus,-66.8667,-45.3167,66,
Illex argentinus,-66.8333,-45.3167,65,
Illex argentinus,-66.8,-45.3167,66,
Illex argentinus,-65.8,-45.3167,65,
Illex argentinus,-66.8,-45.3167,68,
Illex argentinus,-66.85,-45.3167,61,
Illex argentinus,-66.8167,-45.3167,73,
Illex argentinus,-66.75,-45.3167,72,
Illex argentinus,-66.2333,-45.3167,86,
Illex argentinus,-66.0833,-45.3167,90,
Illex argentinus,-66.15,-45.3167,88,
Illex argentinus,-66.05,-45.3167,91,
Illex argentinus,-66.2167,-45.3167,90,
Illex argentinus,-66.0833,-45.3167,91,
Illex argentinus,-65.8333,-45.3167,86,
Illex argentinus,-65.85,-45.3167,87,
Illex argentinus,-66.15,-45.3167,85,
Illex argentinus,-66.1,-45.3167,87,
Illex argentinus,-66.25,-45.3167,85,
Illex argentinus,-66.15,-45.3167,86,
Illex argentinus,-66.2667,-45.3167,90,
Illex argentinus,-66.3,-45.3167,85,
Illex argentinus,-66.9167,-45.3167,63,
Illex argentinus,-66.8667,-45.3167,70,
Illex argentinus,-66.8833,-45.3167,67,
Illex argentinus,-66.8667,-45.3167,70,
Illex argentinus,-66.8667,-45.3167,68,
Illex argentinus,-66.8167,-45.3167,72,
Illex argentinus,-66.85,-45.3167,75,
Illex argentinus,-66.6833,-45.3167,77,
Illex argentinus,-66.7,-45.3167,77,
Illex argentinus,-66.7667,-45.3167,73,
Illex argentinus,-66.1667,-45.3167,88,
Illex argentinus,-66.4333,-45.3167,85,
Illex argentinus,-66.4167,-45.3167,85,
Illex argentinus,-66.4167,-45.3167,82,
Illex argentinus,-66.3667,-45.3167,83,
Illex argentinus,-66.9833,-45.3167,87,
Illex argentinus,-66.0333,-45.3167,88,
Illex argentinus,-66.5667,-45.3167,76,
Illex argentinus,-66.4167,-45.3167,84,
Illex argentinus,-66.9667,-45.3167,28,
Illex argentinus,-66.9833,-45.3167,15,
Illex argentinus,-66.9833,-45.3167,16,
Illex argentinus,-66.9833,-45.3167,18,
Illex argentinus,-66.9667,-45.3167,23,
Illex argentinus,-66.9667,-45.3167,21,
Illex argentinus,-66.9667,-45.3167,25,
Illex argentinus,-66.9833,-45.3167,17.7,
Illex argentinus,-66.9833,-45.3167,25,
Illex argentinus,-66.9833,-45.3167,14,
Illex argentinus,-66.9833,-45.3167,24,
Illex argentinus,-66.9667,-45.3167,16.6,
Illex argentinus,-66.9833,-45.3167,19,
Illex argentinus,-66.9667,-45.3167,30,
Illex argentinus,-66.9833,-45.3167,19,
Illex argentinus,-66.9833,-45.3167,22.5,
Illex argentinus,-66.9667,-45.3167,26,
Illex argentinus,-66.9667,-45.3167,25.1,
Illex argentinus,-66.9833,-45.3167,34,
Illex argentinus,-66.8667,-45.3167,63,
Illex argentinus,-65.1,-45.3167,88,
Illex argentinus,-66.75,-45.3167,69,
Illex argentinus,-66.85,-45.3167,63,
Illex argentinus,-61.31,-45.31,108,
Illex argentinus,-62.29,-45.31,94,
Illex argentinus,-65.0333,-45.3,89,
Illex argentinus,-66.9667,-45.3,19,
Illex argentinus,-66.9833,-45.3,19,
Illex argentinus,-66.7833,-45.3,67,
Illex argentinus,-66.7333,-45.3,70,
Illex argentinus,-66.7333,-45.3,71,
Illex argentinus,-66.7833,-45.3,70,
Illex argentinus,-65.2667,-45.3,92,
Illex argentinus,-64.9167,-45.3,81,
Illex argentinus,-64.8667,-45.3,85,
Illex argentinus,-65.55,-45.3,93,
Illex argentinus,-64.9667,-45.3,85,
Illex argentinus,-65.3833,-45.3,91,
Illex argentinus,-65.0333,-45.3,91,
Illex argentinus,-65.2167,-45.3,86,
Illex argentinus,-65.1,-45.3,86,
Illex argentinus,-65.15,-45.3,85,
Illex argentinus,-64.8667,-45.3,83,
Illex argentinus,-64.8667,-45.3,85,
Illex argentinus,-64.9333,-45.3,82,
Illex argentinus,-64.9167,-45.3,82,
Illex argentinus,-65.1667,-45.3,86.3,
Illex argentinus,-64.9833,-45.3,91.3,
Illex argentinus,-65.25,-45.3,90.3,
Illex argentinus,-65.5833,-45.3,88,
Illex argentinus,-65.4,-45.3,93,
Illex argentinus,-66.8167,-45.3,62,
Illex argentinus,-66.8833,-45.3,58,
Illex argentinus,-66.85,-45.3,63,
Illex argentinus,-66.2,-45.3,89,
Illex argentinus,-66.35,-45.3,86,
Illex argentinus,-66.1667,-45.3,89,
Illex argentinus,-66.1833,-45.3,88,
Illex argentinus,-66.1,-45.3,92,
Illex argentinus,-66.15,-45.3,91,
Illex argentinus,-66.1333,-45.3,92,
Illex argentinus,-66.2,-45.3,90,
Illex argentinus,-66.1167,-45.3,90,
Illex argentinus,-65.8,-45.3,87,
Illex argentinus,-65.6,-45.3,89,
Illex argentinus,-65.95,-45.3,88,
Illex argentinus,-65.9167,-45.3,89,
Illex argentinus,-65.8833,-45.3,85,
Illex argentinus,-66.1333,-45.3,87,
Illex argentinus,-66.2,-45.3,87,
Illex argentinus,-65.7167,-45.3,92,
Illex argentinus,-65.8667,-45.3,90,
Illex argentinus,-66.85,-45.3,64,
Illex argentinus,-66.1,-45.3,90,
Illex argentinus,-65.9167,-45.3,92,
Illex argentinus,-66.1333,-45.3,90,
Illex argentinus,-66.9333,-45.3,39,
Illex argentinus,-66.95,-45.3,41,
Illex argentinus,-66.95,-45.3,27,
Illex argentinus,-66.95,-45.3,28,
Illex argentinus,-66.95,-45.3,31,
Illex argentinus,-66.9333,-45.3,33,
Illex argentinus,-66.9667,-45.3,20,
Illex argentinus,-66.9667,-45.3,28,
Illex argentinus,-66.95,-45.3,22,
Illex argentinus,-66.95,-45.3,21,
Illex argentinus,-66.95,-45.3,26,
Illex argentinus,-66.9667,-45.3,23,
Illex argentinus,-66.9667,-45.3,20,
Illex argentinus,-66.9667,-45.3,23,
Illex argentinus,-66.9667,-45.3,27,
Illex argentinus,-66.95,-45.3,22,
Illex argentinus,-64.8333,-45.3,88,
Illex argentinus,-66.8333,-45.3,57,
Illex argentinus,-66.9667,-45.3,26,
Illex argentinus,-66.5166,-45.2997,73.8,
Illex argentinus,-66.761,-45.2987,54,
Illex argentinus,-66.5129,-45.2948,78,
Illex argentinus,-61.44,-45.29,104,
Illex argentinus,-66.688,-45.2861,54.4,
Illex argentinus,-66.8167,-45.2833,74,
Illex argentinus,-64.8833,-45.2833,87,
Illex argentinus,-64.4167,-45.2833,91,
Illex argentinus,-64.4,-45.2833,91,
Illex argentinus,-65.5667,-45.2833,88,
Illex argentinus,-64.9,-45.2833,80,
Illex argentinus,-64.85,-45.2833,85,
Illex argentinus,-65.5167,-45.2833,87,
Illex argentinus,-64.8667,-45.2833,83,
Illex argentinus,-65.35,-45.2833,90,
Illex argentinus,-65.35,-45.2833,86,
Illex argentinus,-65.0833,-45.2833,85,
Illex argentinus,-65.15,-45.2833,81,
Illex argentinus,-65.25,-45.2833,88,
Illex argentinus,-64.9167,-45.2833,80,
Illex argentinus,-65.0167,-45.2833,92,
Illex argentinus,-65.1833,-45.2833,90.6,
Illex argentinus,-64.9833,-45.2833,82.3,
Illex argentinus,-65.25,-45.2833,87,
Illex argentinus,-65.1833,-45.2833,89.9,
Illex argentinus,-65.25,-45.2833,88.1,
Illex argentinus,-65.2333,-45.2833,91.2,
Illex argentinus,-65.5667,-45.2833,90,
Illex argentinus,-65.3833,-45.2833,90,
Illex argentinus,-66.0333,-45.2833,91,
Illex argentinus,-65.95,-45.2833,91,
Illex argentinus,-65.9,-45.2833,92,
Illex argentinus,-66,-45.2833,96,
Illex argentinus,-65.8833,-45.2833,97,
Illex argentinus,-66.05,-45.2833,90,
Illex argentinus,-65.9833,-45.2833,97,
Illex argentinus,-65.8833,-45.2833,92,
Illex argentinus,-66.05,-45.2833,90,
Illex argentinus,-65.9,-45.2833,92,
Illex argentinus,-66.2667,-45.2833,84,
Illex argentinus,-66.2333,-45.2833,82,
Illex argentinus,-66.15,-45.2833,86,
Illex argentinus,-65.95,-45.2833,89,
Illex argentinus,-65.9333,-45.2833,90,
Illex argentinus,-65.9,-45.2833,92,
Illex argentinus,-65.95,-45.2833,91,
Illex argentinus,-65.95,-45.2833,90,
Illex argentinus,-65.9667,-45.2833,92,
Illex argentinus,-65.95,-45.2833,89,
Illex argentinus,-66.0833,-45.2833,85.7,
Illex argentinus,-66.1667,-45.2833,85,
Illex argentinus,-65.9833,-45.2833,85,
Illex argentinus,-66.0167,-45.2833,91.9,
Illex argentinus,-65.6833,-45.2833,90,
Illex argentinus,-65.9167,-45.2833,96,
Illex argentinus,-65.7,-45.2833,89,
Illex argentinus,-65.6,-45.2833,89,
Illex argentinus,-65.7833,-45.2833,92,
Illex argentinus,-65.5833,-45.2833,90,
Illex argentinus,-66.0667,-45.2833,90,
Illex argentinus,-66.1333,-45.2833,86,
Illex argentinus,-66.15,-45.2833,87,
Illex argentinus,-65.6,-45.2833,90,
Illex argentinus,-66.1333,-45.2833,90,
Illex argentinus,-66.1667,-45.2833,88,
Illex argentinus,-66.2833,-45.2833,84,
Illex argentinus,-66.1667,-45.2833,79,
Illex argentinus,-66.4667,-45.2833,74,
Illex argentinus,-66.55,-45.2833,73,
Illex argentinus,-66.5667,-45.2833,74,
Illex argentinus,-66.5,-45.2833,71,
Illex argentinus,-66.4833,-45.2833,78,
Illex argentinus,-66.9333,-45.2833,15,
Illex argentinus,-66.9,-45.2833,42,
Illex argentinus,-66.8833,-45.2833,50,
Illex argentinus,-66.9167,-45.2833,28,
Illex argentinus,-66.9,-45.2833,37,
Illex argentinus,-66.9167,-45.2833,23,
Illex argentinus,-66.9333,-45.2833,20,
Illex argentinus,-66.9167,-45.2833,21,
Illex argentinus,-66.9333,-45.2833,20,
Illex argentinus,-66.9333,-45.2833,23,
Illex argentinus,-66.9333,-45.2833,20,
Illex argentinus,-66.9333,-45.2833,24,
Illex argentinus,-66.9167,-45.2833,40,
Illex argentinus,-66.9167,-45.2833,30,
Illex argentinus,-66.9167,-45.2833,37,
Illex argentinus,-66.9167,-45.2833,35,
Illex argentinus,-66.9167,-45.2833,26,
Illex argentinus,-66.9333,-45.2833,32,
Illex argentinus,-66.9167,-45.2833,34,
Illex argentinus,-66.9333,-45.2833,27,
Illex argentinus,-66.9333,-45.2833,16.3,
Illex argentinus,-66.9333,-45.2833,18,
Illex argentinus,-66.9167,-45.2833,28,
Illex argentinus,-66.9167,-45.2833,25,
Illex argentinus,-66.9333,-45.2833,30.8,
Illex argentinus,-66.8833,-45.2833,43.7,
Illex argentinus,-66.9333,-45.2833,20,
Illex argentinus,-66.95,-45.2833,21.7,
Illex argentinus,-66.9333,-45.2833,26,
Illex argentinus,-66.9333,-45.2833,25,
Illex argentinus,-66.9,-45.2833,30,
Illex argentinus,-66.9167,-45.2833,27,
Illex argentinus,-66.9167,-45.2833,27,
Illex argentinus,-66.9333,-45.2833,24.6,
Illex argentinus,-66.9,-45.2833,34.3,
Illex argentinus,-66.9167,-45.2833,30,
Illex argentinus,-66.8167,-45.2833,61,
Illex argentinus,-66.8833,-45.2833,50,
Illex argentinus,-66.75,-45.2833,56,
Illex argentinus,-66.7833,-45.2833,57,
Illex argentinus,-66.7167,-45.2833,59,
Illex argentinus,-65.35,-45.2833,87,
Illex argentinus,-66.8,-45.2833,52,
Illex argentinus,-66.45,-45.2833,61,
Illex argentinus,-66.7833,-45.2833,60,
Illex argentinus,-66.8833,-45.2833,51,
Illex argentinus,-61.13,-45.28,108,
Illex argentinus,-66.25,-45.2667,68.3,
Illex argentinus,-64.9667,-45.2667,84,
Illex argentinus,-65,-45.2667,87,
Illex argentinus,-65.35,-45.2667,85,
Illex argentinus,-64.8167,-45.2667,90,
Illex argentinus,-64.5,-45.2667,92,
Illex argentinus,-64.4167,-45.2667,91,
Illex argentinus,-64.8667,-45.2667,80,
Illex argentinus,-64.8667,-45.2667,84,
Illex argentinus,-64.8333,-45.2667,85,
Illex argentinus,-65.05,-45.2667,86,
Illex argentinus,-64.85,-45.2667,85,
Illex argentinus,-64.35,-45.2667,91,
Illex argentinus,-64.35,-45.2667,92,
Illex argentinus,-64.85,-45.2667,84,
Illex argentinus,-64.9,-45.2667,76,
Illex argentinus,-64.4167,-45.2667,94,
Illex argentinus,-65.0667,-45.2667,84,
Illex argentinus,-65.3333,-45.2667,90,
Illex argentinus,-65.0167,-45.2667,92,
Illex argentinus,-64.95,-45.2667,81,
Illex argentinus,-65,-45.2667,88,
Illex argentinus,-65.0333,-45.2667,90.6,
Illex argentinus,-65.1833,-45.2667,89.4,
Illex argentinus,-65.6167,-45.2667,90,
Illex argentinus,-65.6333,-45.2667,87,
Illex argentinus,-65.6167,-45.2667,90,
Illex argentinus,-65.6333,-45.2667,89,
Illex argentinus,-65.65,-45.2667,86,
Illex argentinus,-65.55,-45.2667,90,
Illex argentinus,-66,-45.2667,96,
Illex argentinus,-66,-45.2667,97,
Illex argentinus,-66,-45.2667,98,
Illex argentinus,-66,-45.2667,92,
Illex argentinus,-65.9667,-45.2667,97,
Illex argentinus,-65.95,-45.2667,92,
Illex argentinus,-65.85,-45.2667,92,
Illex argentinus,-65.9,-45.2667,90,
Illex argentinus,-65.9833,-45.2667,90,
Illex argentinus,-65.8833,-45.2667,93,
Illex argentinus,-65.35,-45.2667,88,
Illex argentinus,-66.1,-45.2667,85,
Illex argentinus,-66.25,-45.2667,84,
Illex argentinus,-65.9667,-45.2667,97,
Illex argentinus,-65.9333,-45.2667,94,
Illex argentinus,-66.1333,-45.2667,88,
Illex argentinus,-66.0667,-45.2667,87,
Illex argentinus,-66.1667,-45.2667,82,
Illex argentinus,-66.1833,-45.2667,82,
Illex argentinus,-66.1333,-45.2667,88.6,
Illex argentinus,-66.1167,-45.2667,89,
Illex argentinus,-66.1333,-45.2667,85,
Illex argentinus,-66.1333,-45.2667,89,
Illex argentinus,-66.0333,-45.2667,88.1,
Illex argentinus,-66.0833,-45.2667,91,
Illex argentinus,-65.8333,-45.2667,90,
Illex argentinus,-66.8667,-45.2667,78,
Illex argentinus,-66.75,-45.2667,77,
Illex argentinus,-66.2667,-45.2667,82,
Illex argentinus,-66.3167,-45.2667,78,
Illex argentinus,-66.2833,-45.2667,74,
Illex argentinus,-66.8167,-45.2667,27,
Illex argentinus,-66.9,-45.2667,22,
Illex argentinus,-66.9,-45.2667,25,
Illex argentinus,-66.9,-45.2667,25,
Illex argentinus,-66.7167,-45.2667,50,
Illex argentinus,-66.7167,-45.2667,45,
Illex argentinus,-66.8333,-45.2667,40,
Illex argentinus,-66.7,-45.2667,45,
Illex argentinus,-66.7,-45.2667,30,
Illex argentinus,-66.7167,-45.2667,26,
Illex argentinus,-66.7167,-45.2667,25,
Illex argentinus,-66.7,-45.2667,29,
Illex argentinus,-66.7,-45.2667,45,
Illex argentinus,-66.7167,-45.2667,43,
Illex argentinus,-66.7167,-45.2667,27,
Illex argentinus,-66.8833,-45.2667,32,
Illex argentinus,-66.9,-45.2667,25,
Illex argentinus,-66.8833,-45.2667,42,
Illex argentinus,-66.7167,-45.2667,41,
Illex argentinus,-66.7,-45.2667,41,
Illex argentinus,-66.8833,-45.2667,24,
Illex argentinus,-66.7167,-45.2667,43,
Illex argentinus,-66.7333,-45.2667,40,
Illex argentinus,-66.7667,-45.2667,43,
Illex argentinus,-66.7167,-45.2667,38,
Illex argentinus,-66.8833,-45.2667,28,
Illex argentinus,-66.8833,-45.2667,29,
Illex argentinus,-66.8667,-45.2667,28,
Illex argentinus,-66.7,-45.2667,36,
Illex argentinus,-66.8833,-45.2667,31,
Illex argentinus,-66.8833,-45.2667,39,
Illex argentinus,-66.7167,-45.2667,40,
Illex argentinus,-66.8833,-45.2667,27,
Illex argentinus,-66.7167,-45.2667,39,
Illex argentinus,-66.9333,-45.2667,18.4,
Illex argentinus,-66.9,-45.2667,24,
Illex argentinus,-66.9333,-45.2667,19,
Illex argentinus,-66.7167,-45.2667,45.2,
Illex argentinus,-66.7167,-45.2667,41,
Illex argentinus,-66.7,-45.2667,41,
Illex argentinus,-66.7,-45.2667,40,
Illex argentinus,-66.7167,-45.2667,43,
Illex argentinus,-66.7167,-45.2667,43.3,
Illex argentinus,-66.7,-45.2667,42,
Illex argentinus,-66.7167,-45.2667,42.3,
Illex argentinus,-66.9,-45.2667,31,
Illex argentinus,-66.7167,-45.2667,41,
Illex argentinus,-66.7167,-45.2667,45.7,
Illex argentinus,-66.7667,-45.2667,38,
Illex argentinus,-66.8667,-45.2667,42,
Illex argentinus,-66.9,-45.2667,31.6,
Illex argentinus,-66.7167,-45.2667,41,
Illex argentinus,-66.9167,-45.2667,22,
Illex argentinus,-66.7167,-45.2667,41.4,
Illex argentinus,-66.7167,-45.2667,43,
Illex argentinus,-66.7167,-45.2667,45,
Illex argentinus,-66.9,-45.2667,23,
Illex argentinus,-66.7167,-45.2667,43,
Illex argentinus,-66.7,-45.2667,45,
Illex argentinus,-66.7167,-45.2667,48.7,
Illex argentinus,-66.7167,-45.2667,46.4,
Illex argentinus,-66.7167,-45.2667,45,
Illex argentinus,-66.8833,-45.2667,29,
Illex argentinus,-66.9,-45.2667,25,
Illex argentinus,-66.7167,-45.2667,46.8,
Illex argentinus,-66.9,-45.2667,27,
Illex argentinus,-66.7,-45.2667,46,
Illex argentinus,-66.9,-45.2667,35,
Illex argentinus,-66.9,-45.2667,26,
Illex argentinus,-66.9,-45.2667,30,
Illex argentinus,-66.8833,-45.2667,32,
Illex argentinus,-66.7167,-45.2667,46.8,
Illex argentinus,-66.7167,-45.2667,50,
Illex argentinus,-66.7167,-45.2667,47,
Illex argentinus,-66.9,-45.2667,23.9,
Illex argentinus,-66.7167,-45.2667,45.7,
Illex argentinus,-66.7333,-45.2667,49.9,
Illex argentinus,-66.7167,-45.2667,49,
Illex argentinus,-66.7167,-45.2667,45.7,
Illex argentinus,-66.7167,-45.2667,45.1,
Illex argentinus,-66.7167,-45.2667,46,
Illex argentinus,-66.75,-45.2667,41,
Illex argentinus,-66.4167,-45.2667,73,
Illex argentinus,-66.35,-45.2667,77,
Illex argentinus,-66.4333,-45.2667,72,
Illex argentinus,-64.9167,-45.2667,75,
Illex argentinus,-66.6,-45.2667,53,
Illex argentinus,-66.65,-45.2667,53,
Illex argentinus,-66.5833,-45.2667,51,
Illex argentinus,-66.55,-45.2667,52,
Illex argentinus,-66.55,-45.2667,62.8,
Illex argentinus,-66.7921,-45.2634,40,
Illex argentinus,-66.4352,-45.262,69,
Illex argentinus,-62.13,-45.26,100,
Illex argentinus,-66.8064,-45.2572,30,
Illex argentinus,-66.4911,-45.2555,56,
Illex argentinus,-66.8667,-45.25,25,
Illex argentinus,-65.25,-45.25,91,
Illex argentinus,-64.9,-45.25,77,
Illex argentinus,-64.9167,-45.25,79,
Illex argentinus,-65.2833,-45.25,88,
Illex argentinus,-64.9167,-45.25,81,
Illex argentinus,-64.8833,-45.25,80,
Illex argentinus,-64.8667,-45.25,76,
Illex argentinus,-64.8667,-45.25,77,
Illex argentinus,-64.3667,-45.25,91,
Illex argentinus,-64.4167,-45.25,96,
Illex argentinus,-64.4,-45.25,92,
Illex argentinus,-64.4,-45.25,96,
Illex argentinus,-65.0667,-45.25,85,
Illex argentinus,-65.7,-45.25,91,
Illex argentinus,-65.6333,-45.25,87,
Illex argentinus,-65.4167,-45.25,88,
Illex argentinus,-64.9167,-45.25,80,
Illex argentinus,-64.9167,-45.25,78,
Illex argentinus,-64.9833,-45.25,86,
Illex argentinus,-65.0167,-45.25,84,
Illex argentinus,-65.3333,-45.25,87,
Illex argentinus,-65.5167,-45.25,91,
Illex argentinus,-66.0333,-45.25,98,
Illex argentinus,-65.7667,-45.25,87,
Illex argentinus,-65.4667,-45.25,88,
Illex argentinus,-65.75,-45.25,90,
Illex argentinus,-65.7333,-45.25,89,
Illex argentinus,-65.9333,-45.25,93,
Illex argentinus,-65.9333,-45.25,92,
Illex argentinus,-66.05,-45.25,92,
Illex argentinus,-66.05,-45.25,90,
Illex argentinus,-65.9667,-45.25,96,
Illex argentinus,-66.1167,-45.25,85,
Illex argentinus,-66,-45.25,93,
Illex argentinus,-65.9,-45.25,93,
Illex argentinus,-65.9167,-45.25,92,
Illex argentinus,-66.0167,-45.25,93,
Illex argentinus,-65.0167,-45.25,91,
Illex argentinus,-65.9,-45.25,90,
Illex argentinus,-66.0167,-45.25,91,
Illex argentinus,-65.8833,-45.25,90,
Illex argentinus,-65.8667,-45.25,89,
Illex argentinus,-65.85,-45.25,90,
Illex argentinus,-66.7333,-45.25,42,
Illex argentinus,-66.1167,-45.25,88,
Illex argentinus,-66.2167,-45.25,83,
Illex argentinus,-66.2333,-45.25,79,
Illex argentinus,-66.25,-45.25,81,
Illex argentinus,-65.6667,-45.25,90,
Illex argentinus,-65.95,-45.25,94,
Illex argentinus,-66.1167,-45.25,86,
Illex argentinus,-66.0167,-45.25,91,
Illex argentinus,-66.0167,-45.25,92,
Illex argentinus,-66.0167,-45.25,91,
Illex argentinus,-66,-45.25,95,
Illex argentinus,-66,-45.25,91.9,
Illex argentinus,-65.4833,-45.25,87,
Illex argentinus,-65.8667,-45.25,90,
Illex argentinus,-66.0333,-45.25,78,
Illex argentinus,-65.7667,-45.25,87,
Illex argentinus,-65.1333,-45.25,89,
Illex argentinus,-66.05,-45.25,93,
Illex argentinus,-65.3667,-45.25,89,
Illex argentinus,-66.25,-45.25,80,
Illex argentinus,-66.25,-45.25,80,
Illex argentinus,-66.2333,-45.25,79,
Illex argentinus,-66.3,-45.25,77,
Illex argentinus,-66.3333,-45.25,78,
Illex argentinus,-66.3667,-45.25,74,
Illex argentinus,-66.4167,-45.25,71,
Illex argentinus,-66.3667,-45.25,76,
Illex argentinus,-66.45,-45.25,72,
Illex argentinus,-66.3667,-45.25,73,
Illex argentinus,-66.4333,-45.25,68,
Illex argentinus,-66.45,-45.25,70,
Illex argentinus,-66.4333,-45.25,69,
Illex argentinus,-66.7833,-45.25,28,
Illex argentinus,-66.8,-45.25,27,
Illex argentinus,-66.8167,-45.25,25,
Illex argentinus,-66.8667,-45.25,30,
Illex argentinus,-66.8,-45.25,25,
Illex argentinus,-66.75,-45.25,30,
Illex argentinus,-66.85,-45.25,26,
Illex argentinus,-66.85,-45.25,22,
Illex argentinus,-66.7333,-45.25,33,
Illex argentinus,-66.9,-45.25,16,
Illex argentinus,-66.8,-45.25,40,
Illex argentinus,-66.8167,-45.25,27,
Illex argentinus,-66.8333,-45.25,23,
Illex argentinus,-66.7333,-45.25,30,
Illex argentinus,-66.85,-45.25,20,
Illex argentinus,-66.8667,-45.25,19,
Illex argentinus,-66.4833,-45.25,56,
Illex argentinus,-66.4833,-45.25,56,
Illex argentinus,-66.75,-45.25,26,
Illex argentinus,-66.8333,-45.25,22,
Illex argentinus,-66.7833,-45.25,28,
Illex argentinus,-66.7833,-45.25,23,
Illex argentinus,-66.55,-45.25,39,
Illex argentinus,-66.7333,-45.25,30,
Illex argentinus,-66.7333,-45.25,38,
Illex argentinus,-66.8,-45.25,27,
Illex argentinus,-66.7333,-45.25,29,
Illex argentinus,-66.8167,-45.25,22,
Illex argentinus,-66.8333,-45.25,28,
Illex argentinus,-66.8,-45.25,36,
Illex argentinus,-66.7667,-45.25,43,
Illex argentinus,-66.7333,-45.25,37,
Illex argentinus,-66.4333,-45.25,68,
Illex argentinus,-66.7833,-45.25,34,
Illex argentinus,-66.7667,-45.25,28,
Illex argentinus,-66.8167,-45.25,27,
Illex argentinus,-66.85,-45.25,28,
Illex argentinus,-66.7333,-45.25,31,
Illex argentinus,-66.75,-45.25,25,
Illex argentinus,-66.8167,-45.25,30,
Illex argentinus,-66.7167,-45.25,33,
Illex argentinus,-66.7333,-45.25,36,
Illex argentinus,-66.75,-45.25,24,
Illex argentinus,-66.85,-45.25,22,
Illex argentinus,-66.7833,-45.25,32,
Illex argentinus,-66.8333,-45.25,26,
Illex argentinus,-66.7333,-45.25,36,
Illex argentinus,-66.7833,-45.25,27,
Illex argentinus,-66.8167,-45.25,27,
Illex argentinus,-66.8,-45.25,38,
Illex argentinus,-66.8333,-45.25,23,
Illex argentinus,-66.7333,-45.25,35,
Illex argentinus,-66.85,-45.25,29,
Illex argentinus,-66.7333,-45.25,39,
Illex argentinus,-66.85,-45.25,21,
Illex argentinus,-66.85,-45.25,26,
Illex argentinus,-66.8333,-45.25,,
Illex argentinus,-66.7833,-45.25,30,
Illex argentinus,-66.85,-45.25,38,
Illex argentinus,-66.7833,-45.25,32,
Illex argentinus,-66.7833,-45.25,43,
Illex argentinus,-66.85,-45.25,24,
Illex argentinus,-66.85,-45.25,31,
Illex argentinus,-66.7333,-45.25,37,
Illex argentinus,-66.7167,-45.25,25,
Illex argentinus,-66.8167,-45.25,27,
Illex argentinus,-66.8,-45.25,29,
Illex argentinus,-66.7833,-45.25,31,
Illex argentinus,-66.8333,-45.25,27,
Illex argentinus,-66.7333,-45.25,34,
Illex argentinus,-66.75,-45.25,25,
Illex argentinus,-66.7833,-45.25,30,
Illex argentinus,-66.8,-45.25,27,
Illex argentinus,-66.7833,-45.25,34,
Illex argentinus,-66.8333,-45.25,30,
Illex argentinus,-66.7333,-45.25,26,
Illex argentinus,-66.8,-45.25,34,
Illex argentinus,-66.7333,-45.25,30,
Illex argentinus,-66.7333,-45.25,34,
Illex argentinus,-66.7333,-45.25,38,
Illex argentinus,-66.7833,-45.25,30,
Illex argentinus,-66.8667,-45.25,26.3,
Illex argentinus,-66.7333,-45.25,33,
Illex argentinus,-66.8,-45.25,33.5,
Illex argentinus,-66.7333,-45.25,39,
Illex argentinus,-66.8333,-45.25,26,
Illex argentinus,-66.75,-45.25,37,
Illex argentinus,-66.8167,-45.25,30,
Illex argentinus,-66.8333,-45.25,26,
Illex argentinus,-66.7333,-45.25,36,
Illex argentinus,-66.8,-45.25,27,
Illex argentinus,-66.7333,-45.25,36,
Illex argentinus,-66.8,-45.25,30.7,
Illex argentinus,-66.7333,-45.25,28,
Illex argentinus,-66.7167,-45.25,41,
Illex argentinus,-66.8167,-45.25,28,
Illex argentinus,-66.8,-45.25,39.4,
Illex argentinus,-66.7333,-45.25,39,
Illex argentinus,-66.7167,-45.25,41,
Illex argentinus,-66.7833,-45.25,32,
Illex argentinus,-66.7333,-45.25,39.4,
Illex argentinus,-66.7333,-45.25,38,
Illex argentinus,-66.8167,-45.25,28,
Illex argentinus,-66.85,-45.25,23.7,
Illex argentinus,-66.85,-45.25,23.1,
