species,eventDate,decimalLongitude,decimalLatitude
Pleuragramma antarctica,1993-01-18,76.5067,-68.5233
Pleuragramma antarctica,1993-01-18,76.4767,-68.4967
Pleuragramma antarctica,1993-01-18,76.4967,-68.51
Pleuragramma antarctica,1993-01-18,76.53,-68.47
Pleuragramma antarctica,1993-01-18,76.51,-68.4433
Pleuragramma antarctica,1993-01-18,76.455,-68.5117
Pleuragramma antarctica,1993-01-18,76.4883,-68.5433
Pleuragramma antarctica,1993-01-18,76.5167,-68.535
Pleuragramma antarctica,1993-01-18,76.4933,-68.4767
Pleuragramma antarctica,1993-01-18,76.5,-68.525
Pleuragramma antarctica,1993-01-18,76.5067,-68.51
Pleuragramma antarctica,1993-01-18,76.5117,-68.5283
Pleuragramma antarctica,1993-01-19,76.4917,-68.4833
Pleuragramma antarctica,1993-01-19,76.525,-68.4817
Pleuragramma antarctica,1993-01-19,76.49,-68.5083
Pleuragramma antarctica,1993-01-19,76.51,-68.4583
Pleuragramma antarctica,1993-01-19,76.4917,-68.5
Pleuragramma antarctica,1993-01-19,76.5117,-68.4783
Pleuragramma antarctica,1993-01-19,76.5367,-68.4633
Pleuragramma antarctica,1993-01-19,76.5033,-67.4933
Pleuragramma antarctica,1993-01-21,74.9983,-66.975
Pleuragramma antarctica,1993-01-22,73.49,-68.5067
Pleuragramma antarctica,1993-01-22,75.0017,-68.0083
Pleuragramma antarctica,1993-01-23,73.505,-68.005
Pleuragramma antarctica,1993-01-24,73.6667,-67.0683
Pleuragramma antarctica,1993-01-24,73.5833,-67.0517
Pleuragramma antarctica,1993-01-24,73.6,-67.045
Pleuragramma antarctica,1993-01-24,73.4417,-67.0233
Pleuragramma antarctica,1993-01-24,73.57,-67.0117
Pleuragramma antarctica,1993-01-24,73.52,-67.0367
Pleuragramma antarctica,1993-01-24,73.485,-67.02
Pleuragramma antarctica,1993-01-24,73.56,-67.045
Pleuragramma antarctica,1993-01-24,73.4017,-67.015
Pleuragramma antarctica,1993-01-24,73.415,-67.015
Pleuragramma antarctica,1993-01-24,73.4367,-67.02
Pleuragramma antarctica,1993-01-24,73.4467,-67.0233
Pleuragramma antarctica,1993-01-25,73.5433,-67.045
Pleuragramma antarctica,1993-01-25,73.5783,-67.0083
Pleuragramma antarctica,1993-01-25,73.445,-66.99
Pleuragramma antarctica,1993-01-25,73.5683,-67.05
Pleuragramma antarctica,1993-01-25,73.61,-67.0117
Pleuragramma antarctica,1993-01-25,73.4367,-67.0267
Pleuragramma antarctica,1993-01-25,73.4783,-67.0117
Pleuragramma antarctica,1993-01-31,67.525,-67.505
Pleuragramma antarctica,1993-01-31,67.49,-67.5167
Pleuragramma antarctica,1993-02-08,65.0533,-67.3917
Pleuragramma antarctica,1993-02-08,64.91,-67.405
Pleuragramma antarctica,1993-02-08,64.8533,-67.495
Pleuragramma antarctica,1993-02-08,64.9133,-67.505
Pleuragramma antarctica,1993-02-08,64.8333,-67.5083
Pleuragramma antarctica,1993-02-08,64.855,-67.4083
Pleuragramma antarctica,1993-02-08,64.97,-67.5017
Pleuragramma antarctica,1993-02-08,64.7617,-67.495
Pleuragramma antarctica,1993-02-08,65.1083,-67.4067
Pleuragramma antarctica,1993-02-09,65.0083,-67.5083
Pleuragramma antarctica,1993-02-09,65.1,-67.4617
Pleuragramma antarctica,1993-02-09,65.0217,-67.4233
Pleuragramma antarctica,1993-02-09,64.95,-67.5017
Pleuragramma antarctica,1993-02-09,65.01,-67.5017
Pleuragramma antarctica,1993-02-09,64.97,-67.4833
Pleuragramma antarctica,1993-02-09,69.0217,-67.49
Pleuragramma antarctica,1993-02-09,65.0617,-67.4833
Pleuragramma antarctica,1993-02-09,64.9517,-67.5183
Pleuragramma antarctica,1993-02-10,64.8667,-67.4517
Pleuragramma antarctica,1993-02-10,65.1067,-67.4783
Pleuragramma antarctica,1993-02-10,65.0017,-67.4633
Pleuragramma antarctica,1993-02-10,65.06,-67.4783
Pleuragramma antarctica,1993-02-10,64.8967,-67.4517
Pleuragramma antarctica,1993-02-10,65.145,-67.48
Pleuragramma antarctica,1993-02-10,65.0833,-67.4517
Pleuragramma antarctica,1993-02-13,68.98,-67.0838
Pleuragramma antarctica,1993-02-22,-53.9983,-61.7428
Pleuragramma antarctica,1993-02-27,-55.9953,-61.2565
Pleuragramma antarctica,1995-01-18,-58.501,-61.7502
Pleuragramma antarctica,1995-01-27,-54.0065,-61.747
Pleuragramma antarctica,1995-02-24,-59.0168,-62.001
Pleuragramma antarctica,1995-02-26,-58.9973,-62.501
Pleuragramma antarctica,1995-10-14,-46.31333,-63.26833
Pleuragramma antarctica,1995-10-17,-48.25833,-62.86333
Pleuragramma antarctica,1996-01-19,136.43667,-64.70967
Pleuragramma antarctica,1996-01-19,118.422,-65.47917
Pleuragramma antarctica,1996-01-19,95.39467,-65.14783
Pleuragramma antarctica,1996-01-19,133.882,-63.221
Pleuragramma antarctica,1996-01-19,144.49917,-64.22233
Pleuragramma antarctica,1996-01-19,93.5385,-64.83767
Pleuragramma antarctica,1996-01-19,139.87217,-65.545
Pleuragramma antarctica,1996-01-19,93.54033,-64.56167
Pleuragramma antarctica,1996-01-19,122.153,-63.25
Pleuragramma antarctica,1996-01-19,125.86417,-63.25867
Pleuragramma antarctica,1996-01-19,144.501,-66.3275
Pleuragramma antarctica,1996-01-19,144.49717,-65.66033
Pleuragramma antarctica,1996-01-19,120.301,-65.534
Pleuragramma antarctica,1996-01-19,104.50033,-64.84233
Pleuragramma antarctica,1996-01-19,95.92183,-64.72267
Pleuragramma antarctica,1996-01-19,144.49717,-66.0615
Pleuragramma antarctica,1996-01-19,104.66833,-65.00267
Pleuragramma antarctica,1996-01-19,139.85167,-65.984
Pleuragramma antarctica,1996-01-19,79.99817,-66.02183
Pleuragramma antarctica,1996-01-19,133.8895,-65.08267
Pleuragramma antarctica,1996-01-19,104.42967,-64.5575
Pleuragramma antarctica,1996-01-19,139.87067,-66.16933
Pleuragramma antarctica,1996-01-19,93.538,-65.99833
Pleuragramma antarctica,1996-01-19,136.35483,-65.5455
Pleuragramma antarctica,1996-01-19,128.36817,-65.47183
Pleuragramma antarctica,1996-01-19,135.44217,-64.9795
Pleuragramma antarctica,1996-01-19,139.868,-66.3135
Pleuragramma antarctica,1996-01-19,112.25817,-65.75233
Pleuragramma antarctica,1996-01-19,139.84467,-65.56933
Pleuragramma antarctica,1996-01-25,-58.978,-62.0073
Pleuragramma antarctica,1996-01-30,79.998,-66.025
Pleuragramma antarctica,1996-01-30,79.99817,-66.02183
Pleuragramma antarctica,1996-02-02,164.44,-74.81
Pleuragramma antarctica,1996-02-07,-12.73833,-71.685
Pleuragramma antarctica,1996-02-07,93.547,-64.562
Pleuragramma antarctica,1996-02-07,93.54033,-64.56167
Pleuragramma antarctica,1996-02-08,93.552,-64.833
Pleuragramma antarctica,1996-02-08,93.5385,-64.83767
Pleuragramma antarctica,1996-02-09,93.555,-66
Pleuragramma antarctica,1996-02-09,93.538,-65.99833
Pleuragramma antarctica,1996-02-10,95.899,-64.729
Pleuragramma antarctica,1996-02-10,95.912,-64.726
Pleuragramma antarctica,1996-02-10,95.39,-65.157
Pleuragramma antarctica,1996-02-10,-12.43,-71.56667
Pleuragramma antarctica,1996-02-10,95.87333,-64.73783
Pleuragramma antarctica,1996-02-10,95.39467,-65.14783
Pleuragramma antarctica,1996-02-13,104.665,-64.995
Pleuragramma antarctica,1996-02-13,104.507,-64.848
Pleuragramma antarctica,1996-02-13,-21.17667,-73.37667
Pleuragramma antarctica,1996-02-13,104.50033,-64.84233
Pleuragramma antarctica,1996-02-13,104.66833,-65.00267
Pleuragramma antarctica,1996-02-14,-22.595,-73.60167
Pleuragramma antarctica,1996-02-14,-22.317,-73.605
Pleuragramma antarctica,1996-02-14,-22.585,-73.609
Pleuragramma antarctica,1996-02-14,104.429,-64.584
Pleuragramma antarctica,1996-02-14,-22.31667,-73.605
Pleuragramma antarctica,1996-02-14,104.42817,-64.59317
Pleuragramma antarctica,1996-02-15,-22.508,-73.7
Pleuragramma antarctica,1996-02-15,-22.44833,-73.89
Pleuragramma antarctica,1996-02-16,-21.165,-73.3
Pleuragramma antarctica,1996-02-18,-21.16667,-73.38167
Pleuragramma antarctica,1996-02-18,-19.43333,-72.84167
Pleuragramma antarctica,1996-02-18,-21.175,-73.44167
Pleuragramma antarctica,1996-02-23,112.256,-65.745
Pleuragramma antarctica,1996-02-23,-53.5181,-60.0067
Pleuragramma antarctica,1996-02-23,112.25817,-65.75233
Pleuragramma antarctica,1996-02-26,-12.44333,-71.57833
Pleuragramma antarctica,1996-02-26,-12.43833,-71.54333
Pleuragramma antarctica,1996-02-28,118.422,-65.47
Pleuragramma antarctica,1996-02-28,120.316,-65.533
Pleuragramma antarctica,1996-02-28,-12.425,-71.525
Pleuragramma antarctica,1996-02-28,118.422,-65.47917
Pleuragramma antarctica,1996-02-28,120.301,-65.534
Pleuragramma antarctica,1996-03-03,125.842,-63.256
Pleuragramma antarctica,1996-03-03,125.86417,-63.25867
Pleuragramma antarctica,1996-03-04,128.368,-65.467
Pleuragramma antarctica,1996-03-04,128.36817,-65.47183
Pleuragramma antarctica,1996-03-07,133.881,-63.231
Pleuragramma antarctica,1996-03-07,-57.9983,-61.7589
Pleuragramma antarctica,1996-03-07,133.87933,-63.25217
Pleuragramma antarctica,1996-03-08,133.874,-65.071
Pleuragramma antarctica,1996-03-08,133.8895,-65.08267
Pleuragramma antarctica,1996-03-09,135.448,-64.984
Pleuragramma antarctica,1996-03-09,135.44217,-64.9795
Pleuragramma antarctica,1996-03-10,136.37,-65.541
Pleuragramma antarctica,1996-03-10,136.35483,-65.5455
Pleuragramma antarctica,1996-03-11,136.439,-64.733
Pleuragramma antarctica,1996-03-11,136.43917,-64.73467
Pleuragramma antarctica,1996-03-16,139.852,-65.998
Pleuragramma antarctica,1996-03-16,139.849,-65.561
Pleuragramma antarctica,1996-03-16,139.883,-65.54
Pleuragramma antarctica,1996-03-16,139.84467,-65.56933
Pleuragramma antarctica,1996-03-16,139.87217,-65.545
Pleuragramma antarctica,1996-03-16,139.85167,-65.984
Pleuragramma antarctica,1996-03-17,139.871,-66.163
Pleuragramma antarctica,1996-03-17,139.86,-66.315
Pleuragramma antarctica,1996-03-17,139.884,-66.313
Pleuragramma antarctica,1996-03-17,139.87067,-66.16933
Pleuragramma antarctica,1996-03-17,139.868,-66.3135
Pleuragramma antarctica,1996-03-18,144.501,-66.322
Pleuragramma antarctica,1996-03-18,144.5,-64.223
Pleuragramma antarctica,1996-03-18,144.497,-66.063
Pleuragramma antarctica,1996-03-18,144.496,-65.652
Pleuragramma antarctica,1996-03-18,144.49717,-65.66033
Pleuragramma antarctica,1996-03-18,144.501,-66.3275
Pleuragramma antarctica,1996-03-18,144.49717,-66.0615
Pleuragramma antarctica,1996-03-18,144.49917,-64.22233
Pleuragramma antarctica,1997-01-01,-60.8,-62.466
Pleuragramma antarctica,1997-01-28,-59.4933,-61.998
Pleuragramma antarctica,1997-01-29,-56.4943,-62.5033
Pleuragramma antarctica,1997-02-22,72.2942,-67.1882
Pleuragramma antarctica,1997-03-04,70.6458,-67.1383
Pleuragramma antarctica,1997-03-05,70.6635,-67.166
Pleuragramma antarctica,1998-01-13,-61.9967,-62.7492
Pleuragramma antarctica,1998-01-14,-58.0037,-62.4982
Pleuragramma antarctica,1998-01-15,-57.993,-62.2363
Pleuragramma antarctica,1998-01-20,-56.0255,-61.2465
Pleuragramma antarctica,1998-01-24,-53.9032,-61.2498
Pleuragramma antarctica,1998-02-15,-57.496,-62.7497
Pleuragramma antarctica,1998-02-15,-57.0037,-62.7543
Pleuragramma antarctica,1998-02-20,-55.9992,-61.2495
Pleuragramma antarctica,1999-01-01,-60,-60
Pleuragramma antarctica,1999-01-17,-58.9985,-61.9997
Pleuragramma antarctica,1999-03-04,-60.63333,-62.96667
Pleuragramma antarctica,1999-11-04,-60.63333,-62.96667
Pleuragramma antarctica,2000-01-01,-44.733,-60.733
Pleuragramma antarctica,2000-01-01,-57,-63.4
Pleuragramma antarctica,2000-01-01,-60.683,-62.98
Pleuragramma antarctica,2000-01-01,-60.95,-64.15
Pleuragramma antarctica,2000-11-25,-60.63333,-62.96667
Pleuragramma antarctica,2000-11-28,-60.63333,-62.96667
Pleuragramma antarctica,2001-01-01,-59.233,-62.3
Pleuragramma antarctica,2001-01-16,-57.5039,-62.751
Pleuragramma antarctica,2001-01-19,-54.4969,-61.4959
Pleuragramma antarctica,2001-01-19,-53.8242,-61.7517
Pleuragramma antarctica,2001-01-30,-60.5247,-63.4894
Pleuragramma antarctica,2001-02-14,-59.0043,-62.0025
Pleuragramma antarctica,2001-02-14,-59.9928,-62.0028
Pleuragramma antarctica,2001-02-18,-57.5068,-61.7503
Pleuragramma antarctica,2001-02-18,-57.0045,-61.751
Pleuragramma antarctica,2001-02-27,-58.0104,-62.9986
Pleuragramma antarctica,2001-03-21,-57.08433,-61.65658
Pleuragramma antarctica,2001-03-28,-60.96333,-62.98808
Pleuragramma antarctica,2002-01-26,-54.0011,-62.4968
Pleuragramma antarctica,2002-02-12,139.997,-66.1945
Pleuragramma antarctica,2002-02-12,139.9838,-66.2387
Pleuragramma antarctica,2002-03-06,-53.9966,-62.9987
Pleuragramma antarctica,2002-03-06,-55.0067,-63.0004
Pleuragramma antarctica,2002-03-06,-54.9992,-62.5031
Pleuragramma antarctica,2002-03-07,-56.0035,-62.7393
Pleuragramma antarctica,2002-03-07,-55.9967,-62.4993
Pleuragramma antarctica,2003-01-14,-56.9999,-62.2576
Pleuragramma antarctica,2003-01-14,-56.4931,-62.5015
Pleuragramma antarctica,2003-01-15,-57.4921,-62.5019
Pleuragramma antarctica,2003-01-15,-57.7721,-62.8457
Pleuragramma antarctica,2003-01-15,-58.9919,-62.7506
Pleuragramma antarctica,2003-01-16,-59.9474,-62.766
Pleuragramma antarctica,2003-01-16,-60.4947,-63.4978
Pleuragramma antarctica,2003-01-18,-60.9903,-62.249
Pleuragramma antarctica,2003-01-18,-61.6008,-62.4691
Pleuragramma antarctica,2003-01-19,-60.13,-62.1314
Pleuragramma antarctica,2003-01-22,-57.4558,-61.726
Pleuragramma antarctica,2003-01-23,-56.5631,-61.7499
Pleuragramma antarctica,2003-01-24,-55.7522,-61.2516
Pleuragramma antarctica,2003-01-24,-55.772,-61.0023
Pleuragramma antarctica,2003-02-11,-61.495,-62.5021
Pleuragramma antarctica,2003-02-12,-59.4889,-62.0014
Pleuragramma antarctica,2003-02-12,-60.1029,-62.2023
Pleuragramma antarctica,2003-02-13,-57.078,-62.7275
Pleuragramma antarctica,2003-02-20,-54.9974,-61.7537
Pleuragramma antarctica,2003-02-23,-57.0014,-61.7533
Pleuragramma antarctica,2003-02-23,-57.2854,-62.0451
Pleuragramma antarctica,2003-02-23,-56.9905,-62.2243
Pleuragramma antarctica,2003-02-23,-57.9898,-62.2528
Pleuragramma antarctica,2003-02-24,-59.4936,-63.0002
Pleuragramma antarctica,2003-02-24,-59.0006,-62.7499
Pleuragramma antarctica,2003-02-24,-57.9144,-62.7487
Pleuragramma antarctica,2003-02-24,-58.4938,-63.0026
Pleuragramma antarctica,2003-02-25,-60.0042,-62.749
Pleuragramma antarctica,2003-03-21,-57.10733,-61.65433
Pleuragramma antarctica,2003-03-24,-58.4928,-62.5015
Pleuragramma antarctica,2004-01-19,140.01,-66.45
Pleuragramma antarctica,2004-01-19,140,-66.46
Pleuragramma antarctica,2004-01-19,140.01,-66.58
Pleuragramma antarctica,2004-01-19,140.01,-66.52
Pleuragramma antarctica,2004-01-20,139.75,-66.52
Pleuragramma antarctica,2004-01-20,139.5,-66.46
Pleuragramma antarctica,2004-01-20,139.63,-66.52
Pleuragramma antarctica,2004-01-21,139,-66.33
Pleuragramma antarctica,2004-01-21,139.5,-66.34
Pleuragramma antarctica,2004-01-21,139.75,-66.34
Pleuragramma antarctica,2004-01-21,140,-66.33
Pleuragramma antarctica,2004-01-21,139.75,-66.58
Pleuragramma antarctica,2004-01-22,140.25,-66.33
Pleuragramma antarctica,2004-01-22,140.24,-66.58
Pleuragramma antarctica,2004-01-23,144.99,-67
Pleuragramma antarctica,2004-01-23,145,-66.9
Pleuragramma antarctica,2004-01-23,144.99,-67.1
Pleuragramma antarctica,2004-01-24,144,-66.7
Pleuragramma antarctica,2004-01-24,144.02,-66.81
Pleuragramma antarctica,2004-01-24,144.51,-66.7
Pleuragramma antarctica,2004-01-24,144,-66.99
Pleuragramma antarctica,2004-01-24,144,-66.91
Pleuragramma antarctica,2004-01-25,143.5,-66.58
Pleuragramma antarctica,2004-01-25,144.49,-66.9
Pleuragramma antarctica,2004-01-25,143.5,-66.79
Pleuragramma antarctica,2004-01-25,143.5,-66.7
Pleuragramma antarctica,2004-01-25,144.5,-66.81
Pleuragramma antarctica,2004-01-27,142.59,-66.8
Pleuragramma antarctica,2004-01-27,142.67,-66.58
Pleuragramma antarctica,2004-01-27,142,-66.46
Pleuragramma antarctica,2004-01-27,142.66,-66.7
Pleuragramma antarctica,2004-01-27,142.01,-66.33
Pleuragramma antarctica,2004-01-28,141.33,-66.33
Pleuragramma antarctica,2004-01-28,141.33,-66.58
Pleuragramma antarctica,2004-01-28,141.33,-66.46
Pleuragramma antarctica,2004-01-28,142,-66.58
Pleuragramma antarctica,2004-02-09,171.2635,-71.756
Pleuragramma antarctica,2004-02-10,171.16717,-71.76583
Pleuragramma antarctica,2004-02-10,171.14883,-71.77283
Pleuragramma antarctica,2004-02-13,170.49817,-72.34317
Pleuragramma antarctica,2004-02-13,170.47517,-72.321
Pleuragramma antarctica,2004-02-13,170.443,-72.34183
Pleuragramma antarctica,2004-02-13,170.378,-72.30933
Pleuragramma antarctica,2004-02-13,170.35767,-72.30783
Pleuragramma antarctica,2004-02-14,172.70067,-72.128
Pleuragramma antarctica,2004-02-14,173.24883,-72.03667
Pleuragramma antarctica,2004-02-14,172.93483,-72.077
Pleuragramma antarctica,2004-02-14,173.13883,-72.0728
Pleuragramma antarctica,2004-02-14,171.41367,-72.27883
Pleuragramma antarctica,2004-02-18,170.94883,-71.18983
Pleuragramma antarctica,2004-02-18,170.5365,-71.29917
Pleuragramma antarctica,2004-02-18,170.594,-71.27217
Pleuragramma antarctica,2004-02-18,170.71117,-71.23783
Pleuragramma antarctica,2004-02-27,171.42517,-71.512
Pleuragramma antarctica,2004-02-27,171.3005,-71.53067
Pleuragramma antarctica,2004-02-27,171.8045,-71.4968
Pleuragramma antarctica,2004-02-28,170.90683,-71.62417
Pleuragramma antarctica,2004-02-29,171.17417,-71.15617
Pleuragramma antarctica,2004-02-29,171.09233,-71.15533
Pleuragramma antarctica,2004-03-02,-55.5359,-62.2715
Pleuragramma antarctica,2004-03-03,164.29633,-67.22033
Pleuragramma antarctica,2004-03-05,162.54183,-66.35983
Pleuragramma antarctica,2004-03-05,163.018,-66.55833
Pleuragramma antarctica,2005-01-23,-55.7629,-61.0008
Pleuragramma antarctica,2005-01-23,-56.5007,-61.5054
Pleuragramma antarctica,2005-01-31,-61.4995,-63.0053
Pleuragramma antarctica,2005-02-25,-60.0023,-61.7527
Pleuragramma antarctica,2005-02-25,-59.5188,-62.0079
Pleuragramma antarctica,2005-03-06,-54.2931,-62.1896
Pleuragramma antarctica,2005-03-06,-56.0048,-62.5133
Pleuragramma antarctica,2005-03-08,-59.1623,-63.2115
Pleuragramma antarctica,2005-03-08,-58.5323,-62.9916
Pleuragramma antarctica,2005-12-06,3.054,-69.991
Pleuragramma antarctica,2005-12-07,3.049,-69.491
Pleuragramma antarctica,2005-12-07,2.94,-68.495
Pleuragramma antarctica,2005-12-31,-6.03,-68.989
Pleuragramma antarctica,2006-01-01,-6.108,-70.312
Pleuragramma antarctica,2006-01-01,-5.964,-69.5
Pleuragramma antarctica,2006-01-01,165.1,-75.1
Pleuragramma antarctica,2006-01-01,164,-75.14
Pleuragramma antarctica,2006-01-17,-61.4888,-62.5001
Pleuragramma antarctica,2006-01-18,-59.4963,-62.0057
Pleuragramma antarctica,2006-01-22,29.97,-67.993
Pleuragramma antarctica,2006-01-23,29.978,-69.114
Pleuragramma antarctica,2006-01-23,-56.4891,-61.5034
Pleuragramma antarctica,2006-01-23,-55.7005,-61.7638
Pleuragramma antarctica,2006-01-24,35.009,-68.458
Pleuragramma antarctica,2006-01-24,34.987,-68.127
Pleuragramma antarctica,2006-01-24,-55.74,-61.0025
Pleuragramma antarctica,2006-01-24,35.00601,-68.46158
Pleuragramma antarctica,2006-01-24,34.98285,-68.12935
Pleuragramma antarctica,2006-01-25,-55.0081,-61.7547
Pleuragramma antarctica,2006-01-25,-55.0001,-61.5233
Pleuragramma antarctica,2006-01-26,-54.5012,-61.2534
Pleuragramma antarctica,2006-01-28,-55.0441,-62.2048
Pleuragramma antarctica,2006-01-28,-54.9916,-61.997
Pleuragramma antarctica,2006-01-29,-56.0283,-62.45
Pleuragramma antarctica,2006-01-29,-57.0023,-62.2466
Pleuragramma antarctica,2006-01-30,40.005,-68.127
Pleuragramma antarctica,2006-01-30,-58.0038,-62.7456
Pleuragramma antarctica,2006-01-30,-58.9923,-62.7481
Pleuragramma antarctica,2006-01-30,-57.3063,-62.6574
Pleuragramma antarctica,2006-01-30,-57.9043,-62.8726
Pleuragramma antarctica,2006-01-30,39.99751,-68.13637
Pleuragramma antarctica,2006-01-31,-58.6172,-62.9858
Pleuragramma antarctica,2006-01-31,-59.4946,-63.0022
Pleuragramma antarctica,2006-01-31,-59.0388,-63.2363
Pleuragramma antarctica,2006-02-01,-60.0087,-63.2408
Pleuragramma antarctica,2006-02-01,-60.5064,-63.5015
Pleuragramma antarctica,2006-02-05,50.17,-66.331
Pleuragramma antarctica,2006-02-05,49.977,-66.064
Pleuragramma antarctica,2006-02-10,60.046,-66.319
Pleuragramma antarctica,2006-02-20,69.948,-67.298
Pleuragramma antarctica,2006-02-20,69.977,-67.187
Pleuragramma antarctica,2006-02-20,-59.57217,-63.2395
Pleuragramma antarctica,2006-02-20,69.95276,-67.2957
Pleuragramma antarctica,2006-02-21,74.968,-67.041
Pleuragramma antarctica,2006-02-21,-59.44133,-63.24433
Pleuragramma antarctica,2006-02-22,-58.23017,-62.88067
Pleuragramma antarctica,2006-02-25,-56.109,-62.361
Pleuragramma antarctica,2006-03-01,-54.48483,-62.40233
Pleuragramma antarctica,2006-03-01,-55.15967,-62.1725
Pleuragramma antarctica,2006-03-01,-54.55683,-62.1485
Pleuragramma antarctica,2006-03-11,-60.55883,-63.3365
Pleuragramma antarctica,2007-01-11,-60.3358,-65.9179
Pleuragramma antarctica,2007-01-11,-61.5013,-65.53
Pleuragramma antarctica,2007-01-12,-57.5177,-62.9478
Pleuragramma antarctica,2007-01-27,-55.9812,-62.5033
Pleuragramma antarctica,2007-12-01,139.35313,-66.17064
Pleuragramma antarctica,2007-12-01,144.02816,-65.86765
Pleuragramma antarctica,2007-12-01,139.62111,-66.16686
Pleuragramma antarctica,2007-12-01,142.85891,-65.74392
Pleuragramma antarctica,2007-12-01,145.20849,-66.75342
Pleuragramma antarctica,2007-12-01,143.36677,-66.74265
Pleuragramma antarctica,2007-12-01,144.30888,-66.32136
Pleuragramma antarctica,2007-12-01,143.97649,-66.32108
Pleuragramma antarctica,2007-12-01,143.63217,-66.31884
Pleuragramma antarctica,2007-12-01,140.42885,-66.38878
Pleuragramma antarctica,2007-12-01,144.98172,-66.32428
Pleuragramma antarctica,2007-12-01,143.35708,-66.3332
Pleuragramma antarctica,2007-12-01,143.64917,-66.32021
Pleuragramma antarctica,2007-12-01,143.96699,-65.91243
Pleuragramma antarctica,2007-12-01,144.97251,-66.53853
Pleuragramma antarctica,2007-12-01,139.9949,-65.98938
Pleuragramma antarctica,2007-12-01,145.15082,-67.04693
Pleuragramma antarctica,2007-12-01,142.71595,-66.01391
Pleuragramma antarctica,2007-12-01,143.9502,-66.75046
Pleuragramma antarctica,2007-12-01,144.63792,-66.31976
Pleuragramma antarctica,2007-12-01,141.25574,-66.56372
Pleuragramma antarctica,2007-12-01,140.02921,-66.3384
Pleuragramma antarctica,2007-12-01,140.45156,-65.63657
Pleuragramma antarctica,2007-12-01,145.29089,-66.53992
Pleuragramma antarctica,2007-12-01,143.30141,-66.31552
Pleuragramma antarctica,2007-12-01,143.29555,-66.14358
Pleuragramma antarctica,2007-12-01,142.95743,-66.65139
Pleuragramma antarctica,2007-12-01,145.53469,-66.75023
Pleuragramma antarctica,2007-12-01,140.4902,-65.6969
Pleuragramma antarctica,2007-12-01,140.44592,-66.34107
Pleuragramma antarctica,2007-12-01,142.95539,-65.82304
Pleuragramma antarctica,2007-12-01,143.03585,-66.33573
Pleuragramma antarctica,2007-12-01,140.00142,-66.51682
Pleuragramma antarctica,2007-12-01,143.99063,-66.54375
Pleuragramma antarctica,2007-12-01,144.64028,-66.73671
Pleuragramma antarctica,2007-12-01,142.95882,-66.54985
Pleuragramma antarctica,2007-12-01,141.27266,-66.3351
Pleuragramma antarctica,2007-12-01,142.6848,-66.86502
Pleuragramma antarctica,2007-12-01,140.48836,-66.4158
Pleuragramma antarctica,2007-12-01,143.6145,-66.66906
Pleuragramma antarctica,2007-12-01,143.00155,-65.86995
Pleuragramma antarctica,2007-12-01,139.79436,-66.40393
Pleuragramma antarctica,2007-12-01,141.35359,-66.00072
Pleuragramma antarctica,2007-12-01,143.37736,-66.5702
Pleuragramma antarctica,2007-12-01,139.30742,-65.99121
Pleuragramma antarctica,2007-12-22,142.685,-66.0081
Pleuragramma antarctica,2007-12-22,143.035,-65.9804
Pleuragramma antarctica,2007-12-22,142.69,-66.01
Pleuragramma antarctica,2007-12-22,143.03,-65.98
Pleuragramma antarctica,2007-12-23,142.952,-66.003
Pleuragramma antarctica,2007-12-23,142.716,-66.014
Pleuragramma antarctica,2007-12-23,142.952,-66.0026
Pleuragramma antarctica,2007-12-23,142.95,-66
Pleuragramma antarctica,2007-12-24,143.649,-66.32
Pleuragramma antarctica,2007-12-24,143.357,-66.333
Pleuragramma antarctica,2007-12-24,143.649,-66.3202
Pleuragramma antarctica,2007-12-24,143.357,-66.3332
Pleuragramma antarctica,2007-12-24,143.65,-66.32
Pleuragramma antarctica,2007-12-24,143.36,-66.33
Pleuragramma antarctica,2007-12-25,143.036,-66.336
Pleuragramma antarctica,2007-12-25,143.036,-66.3357
Pleuragramma antarctica,2007-12-25,143.04,-66.34
Pleuragramma antarctica,2007-12-28,142.685,-66.865
Pleuragramma antarctica,2007-12-29,143.95,-66.75
Pleuragramma antarctica,2007-12-29,144.109,-66.873
Pleuragramma antarctica,2008-01-03,144.638,-66.32
Pleuragramma antarctica,2008-01-12,144.028,-65.868
Pleuragramma antarctica,2008-01-12,143.967,-65.912
Pleuragramma antarctica,2008-01-12,143.967,-65.9124
Pleuragramma antarctica,2008-01-12,144.028,-65.8677
Pleuragramma antarctica,2008-01-12,143.97,-65.91
Pleuragramma antarctica,2008-01-12,144.03,-65.87
Pleuragramma antarctica,2008-01-14,140.429,-66.389
Pleuragramma antarctica,2008-01-14,140.488,-66.416
Pleuragramma antarctica,2008-01-14,140.488,-66.4158
Pleuragramma antarctica,2008-01-14,140.429,-66.3888
Pleuragramma antarctica,2008-01-14,140.49,-66.42
Pleuragramma antarctica,2008-01-14,140.43,-66.39
Pleuragramma antarctica,2008-01-22,-45.4749,-60.9282
Pleuragramma antarctica,2008-01-22,-45.0011,-61.0092
Pleuragramma antarctica,2008-02-04,140.07617,-65.74175
Pleuragramma antarctica,2008-02-04,140.10765,-65.73651
Pleuragramma antarctica,2008-02-06,139.95834,-66.33451
Pleuragramma antarctica,2008-02-07,139.8244,-66.33083
Pleuragramma antarctica,2008-02-07,139.9147,-66.32992
Pleuragramma antarctica,2008-02-07,141.4777,-66.36308
